	img_vol_task-training_run-1	anat_task-training_run-1	epi_task-training_run-1	sdc_task-training_run-1	fd_spikes_9mm_task-training_run-1	fd_spikes_9mm_ct_task-training_run-1	fd_max_task-training_run-1	fd_min_task-training_run-1	fd_3mm_check_task-training_run-1	fd_3mm_frame_ct_task-training_run-1	img_vol_task-training_run-2	anat_task-training_run-2	epi_task-training_run-2	sdc_task-training_run-2	fd_spikes_9mm_task-training_run-2	fd_spikes_9mm_ct_task-training_run-2	fd_max_task-training_run-2	fd_min_task-training_run-2	fd_3mm_check_task-training_run-2	fd_3mm_frame_ct_task-training_run-2	img_vol_task-training_run-3	anat_task-training_run-3	epi_task-training_run-3	sdc_task-training_run-3	fd_spikes_9mm_task-training_run-3	fd_spikes_9mm_ct_task-training_run-3	fd_max_task-training_run-3	fd_min_task-training_run-3	fd_3mm_check_task-training_run-3	fd_3mm_frame_ct_task-training_run-3	img_vol_task-training_run-4	anat_task-training_run-4	epi_task-training_run-4	sdc_task-training_run-4	fd_spikes_9mm_task-training_run-4	fd_spikes_9mm_ct_task-training_run-4	fd_max_task-training_run-4	fd_min_task-training_run-4	fd_3mm_check_task-training_run-4	fd_3mm_frame_ct_task-training_run-4
sub-148	233				pass	2	0.987562	0.029252349999999993	fail	133	233				pass	0	0.8536498999999999	0.04654984999999999	fail	173	233				pass	1	0.9329038000000001	0.05704698	fail	129	233				pass	0	0.665788708	0.04597929	fail	158
sub-149	233				pass	27	2.63337585	0.05976915000000003	fail	113	233				pass	4	1.22493875	0.03957600000000002	fail	144	233				pass	7	1.2861806115	0.04978275999999995	fail	148	233				pass	4	1.7490273	0.05418340000000005	fail	147
sub-150																																								
sub-151	233				pass	1	1.3045922	0.043940699999999916	pass	207	233				pass	47	1.5398595640000001	0.031876200000000014	fail	124	233				pass	11	1.1337560000000002	0.025568599999999997	fail	155	233				pass	0	0.245605075	0.030903750000000008	pass	232
sub-152	233				pass	0	0.53718751	0.016875200000000038	pass	229	233				pass	0	0.4101234400000001	0.013088709999999995	pass	221	233				pass	0	0.3364517	0.01040732	pass	229	233				pass	0	0.42871279999999995	0.017636599999999995	pass	226
sub-153	233				pass	0	0.26440319999999995	0.015042829999999978	pass	232	233				pass	0	0.28128851000000005	0.019318000000000002	pass	232	233				pass	0	0.38862695	0.017929624999999973	pass	229	233				pass	0	0.34787614999999994	0.01929598800000001	pass	229
sub-154	233				pass	0	0.5376804000000001	0.021234650000000008	pass	226	233				pass	2	1.1483014	0.008756625000000014	pass	217	233				pass	0	0.60797625	0.026623299999999992	pass	212	233				pass	3	1.0146795	0.014690475	pass	217
sub-156	233				pass	11	1.65498255	0.0034722500000000014	fail	150	233				pass	17	1.27224985	0.029069899999999975	fail	138	233				pass	36	1.95966009	0.02139099999999997	fail	140	233				pass	28	1.6893809599999998	0.006064795000000007	fail	147
sub-157	233				pass	6	2.50499015	0.030622049999999987	pass	175	233				pass	9	2.30219033	0.034783745000000005	fail	162	233				pass	13	2.219965565	0.0416375	fail	160	233				pass	15	3.06771325	0.036156849999999935	fail	140
sub-159	233				pass	0	0.8886159999999999	0.05007710000000001	fail	173	233				pass	0	0.7359869699999999	0.02732675	pass	184	233				pass	3	1.9849756	0.04093610000000001	fail	142	233				pass	4	3.3421973	0.031489450500000016	fail	143
sub-160	233				pass	26	1.6821970000000002	0.06609349999999993	fail	83	233				pass	12	1.43431705	0.02643816000000001	fail	113	233				pass	9	2.7600362999999994	0.031051199999999963	fail	116	233				pass	4	1.3775468000000002	0.016765295	fail	136
sub-161	233				pass	16	1.3437654500000002	0.046866349999999904	fail	105	233				pass	17	1.2552703000000005	0.042181800000000026	fail	107	233				pass	18	1.6976779000000002	0.04698099999999997	fail	139	233				pass	17	1.99640235	0.06505725000000001	fail	110
sub-162	233				pass	4	1.35426355	0.022272000000000004	fail	149	233				pass	0	0.8774589000000002	0.032132100000000004	fail	165	233				pass	3	1.70354721	0.03270660000000007	fail	172	233				pass	0	0.68265121	0.030480685	fail	172
sub-163																																								
sub-164																																								
sub-166																																								
sub-167																																								
sub-168																																								
sub-169																																								
sub-170																																								
