	img_vol_task-training_run-1	anat_task-training_run-1	epi_task-training_run-1	sdc_task-training_run-1	fd_spikes_9mm_task-training_run-1	fd_spikes_9mm_ct_task-training_run-1	fd_max_task-training_run-1	fd_min_task-training_run-1	fd_3mm_check_task-training_run-1	fd_3mm_frame_ct_task-training_run-1	img_vol_task-training_run-2	anat_task-training_run-2	epi_task-training_run-2	sdc_task-training_run-2	fd_spikes_9mm_task-training_run-2	fd_spikes_9mm_ct_task-training_run-2	fd_max_task-training_run-2	fd_min_task-training_run-2	fd_3mm_check_task-training_run-2	fd_3mm_frame_ct_task-training_run-2	img_vol_task-training_run-3	anat_task-training_run-3	epi_task-training_run-3	sdc_task-training_run-3	fd_spikes_9mm_task-training_run-3	fd_spikes_9mm_ct_task-training_run-3	fd_max_task-training_run-3	fd_min_task-training_run-3	fd_3mm_check_task-training_run-3	fd_3mm_frame_ct_task-training_run-3	img_vol_task-training_run-4	anat_task-training_run-4	epi_task-training_run-4	sdc_task-training_run-4	fd_spikes_9mm_task-training_run-4	fd_spikes_9mm_ct_task-training_run-4	fd_max_task-training_run-4	fd_min_task-training_run-4	fd_3mm_check_task-training_run-4	fd_3mm_frame_ct_task-training_run-4
sub-100	233				pass	7	3.6586197	0.04850725	pass	185	233				pass	1	1.2169801000000002	0.019233039999999986	pass	210	233				pass	2	1.6697536299999998	0.021636300000000004	pass	224	233				pass	0	0.471641	0.03909049500000001	pass	209
sub-102	233				pass	5	1.0937957204999995	0.011565899999999988	pass	189	233				pass	3	1.31104168	0.005610154300788992	pass	210	233				pass	1	0.9995686849999998	0.014151846999999997	pass	222	233				pass	0	0.7248870850000001	0.01487765	pass	222
sub-103	233				pass	0	0.40977225	0.019824999999999968	pass	221	233				pass	0	0.6279165	0.014602600000000032	pass	214	233				pass	0	0.89111825	0.022376464999999984	pass	202	233				pass	0	0.6991264500000001	0.04130209999999996	pass	202
sub-104	233				pass	0	0.44011335	0.024492950000000017	pass	229	233				pass	0	0.32235444499999993	0.029815499999999998	pass	230	233				pass	6	1.4113435000000003	0.06498999999999952	fail	122	233				pass	0	0.4476040000000001	0.0206498	pass	215
sub-107	233				pass	0	0.3060069180000001	0.015553003000000041	pass	231	233				pass	0	0.256686865	0.014651500000000003	pass	232	233				pass	0	0.27598984	0.016944920000000026	pass	232	233				pass	0	0.30540585000000003	0.021660040000000016	pass	231
sub-108																																								
sub-109	233				pass	0	0.5083361664999999	0.04092938000000002	pass	204	233				pass	0	0.6499920449999999	0.02218020000000001	pass	198	233				pass	0	0.6304886799999999	0.026014490000000008	pass	197	233				pass	1	1.30442805	0.02361970000000001	pass	201
sub-111	233				pass	0	0.5824644699999999	0.024218495899999998	pass	210	233				pass	21	2.3978912999999995	0.003735329999999992	fail	158	233				fail	81	3.86175165	0.034829900000000004	fail	67	233				fail	81	5.388704200000001	0.10270769999999976	fail	54
sub-112	233				pass	0	0.65615468	0.02159620000000016	pass	217	233				pass	0	0.5307306999999999	0.034547749999999974	pass	216	233				pass	1	0.9624674999999999	0.06446944499999999	pass	198	233				pass	0	0.6683010049999999	0.02166481000000001	pass	202
sub-114	233				pass	0	0.2959122240000001	0.02505272	pass	232	233				pass	0	0.44982977799999996	0.012764749810000005	pass	231	233				pass	0	0.32521672999999995	0.01838055000000001	pass	230	233				pass	0	0.276121345	0.020277165	pass	232
sub-115	233				pass	0	0.798818	0.02021100000000008	pass	175	233				pass	7	1.5254289500000002	0.050996999999999904	pass	179	233				pass	0	0.8624004999999999	0.02668335000000001	pass	197	233				pass	0	0.7790832	0.04977520000000001	pass	194
sub-116	233				pass	1	0.95492735	0.027730370000000008	pass	182	233				pass	5	2.1578485	0.031345499999999984	fail	166	233				pass	12	1.715576045	0.027341999999999943	fail	134	233				pass	22	2.73978	0.021242259999999995	fail	107
sub-117	233				pass	0	0.5149624700000001	0.026750705	pass	222	233				pass	0	0.6176088049999999	0.015820299999999995	pass	220	233				pass	0	0.6854970999999999	0.0215954	pass	204	233				pass	1	0.9347936	0.03216375	pass	177
sub-118																																								
sub-119	233				pass	0	0.60074594	0.010106900000000007	pass	212	233				pass	0	0.640471177	0.030948438199999997	pass	209	233				pass	1	0.901148	0.03440643999999997	pass	217	233				pass	0	0.8910388899999999	0.02264540000000001	pass	212
sub-120	233				pass	0	0.6086522000000001	0.02309653	pass	219	233				pass	0	0.6608539999999999	0.03321484499999998	pass	219	233				pass	2	1.08194625	0.023579400000000042	pass	213	233				pass	2	0.95402715	0.03780500000000017	pass	204
sub-121	233				pass	12	2.7277544	0.04313219999999997	fail	134	233				pass	19	3.3775972999999997	0.035659199999999946	fail	119	233				pass	6	2.0633306	0.030805055000000005	fail	149	233				pass	6	2.1695974500000004	0.02432853	fail	141
sub-123	233				pass	1	1.0469198799999997	0.04906749999999995	pass	184	233				pass	2	1.0882603999999998	0.03030080000000002	pass	191	233				pass	0	0.72710289	0.04150189999999997	fail	170	233				pass	3	1.18403115	0.04059404	pass	189
sub-124	233				pass	1	0.9422978999999999	0.02473653000000001	pass	211	233				pass	0	0.51531895	0.012513819999999995	pass	216	233				pass	1	0.9580053	0.006090200000000007	pass	206	233				pass	0	0.770217915	0.01751903	pass	191
sub-127	233				pass	15	2.1388645000000004	0.02220170000000008	fail	133	233				pass	3	1.61887365	0.0067076000000000175	pass	191	233				pass	2	1.0616944	0.006849199999999954	pass	190	233				pass	23	3.162811615	0.025133499999999927	fail	150
sub-128																																								
sub-129	233				pass	0	0.81820255	0.0335244	pass	190	233				pass	1	1.3122500089999998	0.04126729999999993	fail	169	233				pass	5	1.7957829600000002	0.030993899999999994	pass	175	233				pass	0	0.8418902299999999	0.02560430000000001	pass	199
sub-130	233				pass	1	0.9207694850000002	0.03180728500000001	pass	193	233				pass	0	0.6391062	0.012558249999999988	pass	199	233				pass	0	0.6337462000000001	0.020569678800000005	pass	202	233				pass	0	0.50324865	0.039356800000000004	pass	204
sub-131	233				pass	0	0.7673399999999999	0.041222	pass	182	233				pass	1	0.99065683	0.010613039999999987	pass	192	233				pass	0	0.73148255	0.016216709999999995	pass	194	233				pass	0	0.66981033	0.028308530000000005	pass	182
sub-132	233				pass	0	0.29608557	0.0142849	pass	232	233				pass	0	0.7156149	0.021579700000000025	pass	224	233				pass	0	0.4431120000000001	0.015282200000000001	pass	226	233				pass	0	0.502840775	0.016337600000000004	pass	230
sub-133	233				pass	0	0.8855227999999999	0.024514125500000008	pass	199	233				pass	0	0.5709881450000001	0.009124326100000005	pass	213	233				pass	0	0.5765244799999999	0.012422317999999977	pass	219	233				pass	0	0.82385525	0.011665450000000004	pass	208
sub-134	233				pass	2	1.2359351	0.023884200000000192	pass	208	233				pass	7	1.52097497	0.035763175	pass	179	233				pass	5	1.7837019	0.039798099999999975	pass	185	233				pass	1	1.32738651	0.027599269999999995	pass	205
sub-135																																								
sub-136	233				pass	0	0.68219927	0.03877200000000002	pass	202	233				pass	0	0.8054618	0.02746460000000001	pass	198	233				pass	9	1.82971156	0.02762455	fail	169	233				pass	9	1.161737065	0.0408794	fail	170
sub-137																																								
sub-138																																								
sub-140	233				pass	0	0.385714515	0.030982722000000008	pass	221	233				pass	0	0.6648449500000001	0.04329265	pass	195	233				pass	0	0.5425642700000001	0.0377294	pass	205	233				pass	0	0.5858316	0.04845708000000001	pass	181
sub-141	233				pass	16	1.8563182	0.034048050000000045	fail	93	233				pass	2	1.8631168000000002	0.022536899999999985	fail	150	233				pass	21	2.42702885	0.045802699999999946	fail	94	233				pass	8	1.3382005	0.055911149999999916	fail	117
sub-142	233				pass	0	0.72334945	0.025084000000000186	pass	216	233				pass	0	0.4675602	0.01007062372	pass	222	233				pass	2	0.9757154	0.030315999999999982	pass	222	233				pass	0	0.4207457000000001	0.02243049999999992	pass	230
sub-143	233				pass	0	0.4288962000000001	0.05377608999999999	pass	206	233				pass	0	0.4950558	0.03306253199999998	pass	198	233				pass	0	0.7062820999999999	0.053133185	fail	144	233				pass	2	1.082082265	0.034318499999999995	fail	165
sub-144	233				pass	16	9.3082336	0.037583400000000065	fail	125	233				pass	28	6.342943000000001	0.057114200000000025	fail	87	233				pass	4	1.498614	0.04330469999999997	fail	111	233				pass	13	2.34852925	0.057699099999999975	fail	132
sub-145	233				pass	13	1.86812585	0.021822000000000005	fail	148	233				pass	4	1.30229705	0.03945039999999995	fail	163	233				pass	0	0.690682195	0.02610717000000001	pass	202	233				pass	2	1.0971913999999998	0.03443300999999998	pass	186
sub-146	0				pass	3	1.9335307000000002	0.01885935000000001	pass	183	0				pass	1	0.996561	0.033412380000000005	pass	180	0				pass	0	0.8218445	0.0234471	pass	195	0				pass	0	0.41238724	0.02580304999999997	fail	15
sub-147																																								
